question_id,question,dataset_answer,llm_answer,score,ts_ms,decided_by
238771,why do clouds turn dark when its about to rain?,"A cloud compsition is primarlly just billions of drops of water or ice.  When such a cloud formation has an influx of water/ice, ie it's mass increases to include more water/ice, light finds it hard to pass through the mass, thus making it darker for us to see.\n\nIn a normal cloud, light can pass through the water/ice within the cloud and we see it as a distorted white/bluish/greyish/greenish hue.  But when the cloud is too thick with water/ice, the light doesn't pass through so easily and we see a darker spectrum.",Dummy reply to: Pregunta: why do clouds turn dark when its about t...,0.5438103079795837,1762712252144,flink
654791,Are there good surf spots on India's coast?,You can surf in the beaches of Goa.  \n\nhttp://www.indianbeachesportal.com/goa%2Dbeaches/,Dummy reply to: Pregunta: Are there good surf spots on India's coa...,0.5774305462837219,1762712333872,flink
312647,when will undertaker of WWE ..........will really die??,Next wrestlemania,Dummy reply to: Pregunta: when will undertaker of WWE ..........wi...,0.5163768529891968,1762712373874,flink
209226,Who shot Mr. Burns? Who shot Mr. Burns?,Technically both Mr. Burns and Maggie Simpson shot Mr. Burns.  Mr. Burns dropped his revolver into Maggie's hands and the gun fired.,"Dummy reply to: Pregunta: Who shot Mr. Burns? Who shot Mr. Burns?
...",0.6247395277023315,1762712468872,flink
466870,Does Coffee really help Asthmatic  p/pz?,"yes it does. coffee has been scientifically proven to speed up the beating of the heart. the faster the heart beats, the more blood pumped through your lungs. blood carries oxygen, and oxygen helps asthma.",Dummy reply to: Pregunta: Does Coffee really help Asthmatic  p/pz?...,0.628991425037384,1762712474873,flink
683730,who's the best soccer player Maradona or Pele?,"I never saw Pele play but I watched Maradona in WC'86 and even though I'm an Englishmen, his performance was the greatest ever in my opinion.\nI would rate him above Pele for that reason alone. However my favorite player was Michel Platini of France.",Dummy reply to: Pregunta: who's the best soccer player Maradona or...,0.5079681873321533,1762712511879,flink
238771,why do clouds turn dark when its about to rain?,"A cloud compsition is primarlly just billions of drops of water or ice.  When such a cloud formation has an influx of water/ice, ie it's mass increases to include more water/ice, light finds it hard to pass through the mass, thus making it darker for us to see.\n\nIn a normal cloud, light can pass through the water/ice within the cloud and we see it as a distorted white/bluish/greyish/greenish hue.  But when the cloud is too thick with water/ice, the light doesn't pass through so easily and we see a darker spectrum.",Dummy reply to: Pregunta: why do clouds turn dark when its about t...,0.5438103079795837,1762712618881,flink
864397,what is the difference between DVD+R and DVD-R ?,"DVD-R (pronounced ""DVD dash R"") and DVD+R (pronounced ""DVD plus R"") are nearly identical formats. The discs look the same and are both supported by most DVD-ROM drives and DVD burners. The only difference between the formats is the way they determine the location of the laser beam on the disc. DVD-R discs use tiny marks along the grooves in the discs, called land prepits, to determine the laser position. DVD+R discs do not have land prepits, but instead measure the ""wobble frequency"" as the laser moves toward the outside of the disc.\n\nThe DVD-R format was developed by Pioneer and was released in the second half of 1997. DVD+R was developed by Sony and Philips and was introduced in 2002. Companies that support DVD-R include Pioneer, Toshiba, Hitachi, and Panasonic, while companies that support DVD+R include Sony, Philips, Hewlett-Packard, Ricoh, and Yamaha.\n\nHowever, most of these companies now develop hybrid DVD drives that support both DVD-R and DVD+R formats. They are known as DVD±R or DVD±RW drives. When looking for media for your DVD drive, make sure it ends in ""-R"" if you have a DVD-R drive or ""+R"" if you have a DVD+R drive. If you have a DVD±R drive, you can use either format. DVD-R is still more popular than DVD+R, but since they are both widely supported, it should not matter which format you choose.",Dummy reply to: Pregunta: what is the difference between DVD+R and...,0.7101724743843079,1762712719874,flink
312647,when will undertaker of WWE ..........will really die??,Next wrestlemania,Dummy reply to: Pregunta: when will undertaker of WWE ..........wi...,0.5163768529891968,1762712743875,flink
747429,what is a transistor laser?,"A transistor laser is a solid-state device (i.e., fabricated in much the same way as computer chips) that emits coherent light--that is, light with essentially a single wavelength (a ""pure"" color) in which all of the wave crests are aligned.  This differs from light emitting diodes (LEDs), which are somewhat simpler solid-state devices that emit a range of wavelengths and do so in many directions at once.  Unlike traditional, bulky lasers, a transistor laser can be mass-manufactured very cheaply, and it can provide a natural bridge between electronic components and optical ones (e.g., fiber-optic networks).\n\nBecause the wave crests in laser light are all aligned, there is essentially no destructive interference between different light waves, so this form of light is very efficient in terms of power requirements and transmission distance.  That's why lasers are used in optical networking (especially telephony and long-haul Internet backbones) and also why it's dangerous to stare at one (the light energy is transferred to your retina so efficiently that it can destroy the cells).","Dummy reply to: Pregunta: what is a transistor laser?
Responde de ...",0.5840583443641663,1762712882875,flink
681992,Why do we only drink eggnog during Christmas?,Eggnog is a popular wintertime drink.  We do not serve eggnog only during Christmas.  It is also popular on New Year's day and some serve it on Thanksgiving.,Dummy reply to: Pregunta: Why do we only drink eggnog during Chris...,0.5708551406860352,1762712937874,flink
480948,"Which came first, the chicken or the egg?","1.  Dinosaurs laid eggs millions of years ago.\n2.  Chickens weren't around millions of years ago.\n3.  Therefore, eggs came first.\n4.  Later, egg-laying birds evolved into chickens.","Dummy reply to: Pregunta: Which came first, the chicken or the egg...",0.5564805269241333,1762712961872,flink
989203,what is the cause for headaches i have a really bad one now so wondering,"There are several possible causes for headaches.  According to a Chiropractor friend of mine, dehydration is a major cause.  For example, too many Margaritas one night can leave you seriously dehydrated, hung over and with a headache the next day.\nOther causes are stress, allergies, etc. Dr. Hoffman's reference below explains some of these in detail.",Dummy reply to: Pregunta: what is the cause for headaches i have a...,0.5134421586990356,1762712993884,flink
654791,Are there good surf spots on India's coast?,You can surf in the beaches of Goa.  \n\nhttp://www.indianbeachesportal.com/goa%2Dbeaches/,Dummy reply to: Pregunta: Are there good surf spots on India's coa...,0.5774305462837219,1762713080878,flink
199925,How can I find the dhcp server on Linux ? dhcp server from where my interface got the lease on Linux.,"There are a number of different DHCP clients that run on Linux.  Use the command ""ps ax"" to try to determine what processes are running that might have something to do with your ethernet interface.\n\nDHCPCD is a popular one.  Look to /etc/dhcpc for any files that might be there.\n\nPUMP is also a frequent program in use by some versions of RedHat Linux.  Run ""pump -i eth0 --status"" assuming your ethernet interface is eth0\n\nDHCLIENT -- run ""locate dhclient.leases"" and look into that file if you see that process running.",Dummy reply to: Pregunta: How can I find the dhcp server on Linux ...,0.5551969408988953,1762713121875,flink
312647,when will undertaker of WWE ..........will really die??,Next wrestlemania,Dummy reply to: Pregunta: when will undertaker of WWE ..........wi...,0.5163768529891968,1762713123880,flink
576604,why doesn't an optical mouse work on a glass table? or even on some surfaces?,"Optical mice use an LED and a camera to rapidly capture images of the surface beneath the mouse.  The infomation from the camera is analyzed by a DSP (Digital Signal Processor) and used to detect imperfections in the underlying surface and determine motion. Some materials, such as glass, mirrors or other very shiny, uniform surfaces interfere with the ability of the DSP to accurately analyze the surface beneath the mouse.  \nSince glass is transparent and very uniform, the mouse is unable to pick up enough imperfections in the underlying surface to determine motion.  Mirrored surfaces are also a problem, since they constantly reflect back the same image, causing the DSP not to recognize motion properly. When the system is unable to see surface changes associated with movement, the mouse will not work properly.",Dummy reply to: Pregunta: why doesn't an optical mouse work on a g...,0.5127691030502319,1762713125873,flink
694835,how do you delete a old yahoo account?,"go to the yahoo home page\n\nscroll down to the bottom of the page\n\nclick on ""Privacy Policy""\n\nthe PRIVACY page comes up\n\nlook in the blue box on the left of the screen\n\nThere is a section called ASSISTANCE\n\nclick on ""Contact us""\n\nthe PRIVACY POLICY HELP page comes up\n\nclick on ""Delete your account""\n\nfollow the directions\n\n\nyou're out!","Dummy reply to: Pregunta: how do you delete a old yahoo account?
R...",0.5120548009872437,1762713142873,flink
927138,Is cricket worth its several hours play time ?,It depends on whether one is a true cricket fan for its classic characteristics that no other sports offer. Not if you'd rather watch or play a fast-paced sport.,Dummy reply to: Pregunta: Is cricket worth its several hours play ...,0.5344792604446411,1762713235872,flink
579227,"where did term ""tie the knot"" come from? what's the origin of the notion of marriage as ""tying the knot?""",Bed frames used to be sprung with rope. To make a marriage bed you needed to 'tie the knot',"Dummy reply to: Pregunta: where did term ""tie the knot"" come from?...",0.5316340327262878,1762713290873,flink
480948,"Which came first, the chicken or the egg?","1.  Dinosaurs laid eggs millions of years ago.\n2.  Chickens weren't around millions of years ago.\n3.  Therefore, eggs came first.\n4.  Later, egg-laying birds evolved into chickens.","Dummy reply to: Pregunta: Which came first, the chicken or the egg...",0.5564805269241333,1762713340872,flink
757930,What is ottoman empire?,"Ottoman Empire also Turkish Empire\n\nA vast Turkish sultanate of southwest Asia, northeast Africa, and southeast Europe. It was founded in the 13th century by Osman I and ruled by his descendants until its dissolution after World War I. Originally a small state controlled by Ottoman or Osmanli Turks, it spread rapidly, superseding the Byzantine Empire in the east.\n\n\nOttoman Empire (ŏt'əmən) , vast state founded in the late 13th cent. by Turkish tribes in Anatolia and ruled by the descendants of Osman I until its dissolution in 1918. Modern Turkey formed only part of the empire, but the terms “Turkey” and “Ottoman Empire” were often used interchangeably.\nOrganization of the Empire\n\nEconomically, socially, and militarily, Turkey was a medieval state, unaffected by the developments in the rest of Europe. Turkish domination over the northern part of Africa (except Tripoli and Egypt) was never well defined or effective, and the eastern border was inconstant, shifting according to frequent wars with Persia. Of the vassal princes, only the khans of Crimea were generally loyal.\n\nThe sultans themselves had sunk into indolence and depravity. Until the ascension (1603) of Ahmad I, the succession to the throne was habitually contested by all the sons of the deceased sultan, and it was the patriotic duty of the victor to kill his rivals in order to restore order. Although this practice was barbarous, when it ceased other problems arose. The eldest male member of the family was recognized as the heir-designate, but to prevent threats to the sultan the imperial prince was denied any involvement in public affairs and was kept in luxurious imprisonment. When the prince finally ascended the throne, he was often alcoholic or lunatic.\n\nActual rule was usually exercised by the grand viziers, many of whom were able men (notably those of the Köprülü family). The sultans themselves often were the creatures of the Janissaries, whose favor was purchased by large gifts at the ascension of a sultan.\n\nOne of the most nefarious aspects of the court of Constantinople (known as the Seraglio and the Sublime Porte) was the all-pervading corruption and bribery that had been raised to a system of administration. The pashas and hospodars (governors) who administered the provinces and vassal states purchased their posts at exorbitant prices. They recovered their fortunes by extorting still larger sums from their subjects. The peasantry was thus reduced to abject misery.\n\nA positive feature in Ottoman administration was the religious toleration generally extended to all non-Muslims. This, however, did not prevent occasional massacres and discriminatory fiscal practices. In Constantinople the Greeks and Armenians held a privileged status and were very influential in commerce and politics. The despotic system of government was mitigated only by the observance of Muslim law.\n\nHistory\n\nOrigins\n\nThe Ottoman state began as one of many small Turkish states that emerged in Asia Minor during the breakdown of the empire of the Seljuk Turks. The Ottoman Turks began to absorb the other states, and during the reign (1451–81) of Muhammad II they ended all other local Turkish dynasties. The early phase of Ottoman expansion took place under Osman I, Orkhan, Murad I, and Beyazid I at the expense of the Byzantine Empire, Bulgaria, and Serbia. Bursa fell in 1326 and Adrianople (the modern Edirne) in 1361; each in turn became the capital of the empire. The great Ottoman victories of Kosovo (1389) and Nikopol (1396) placed large parts of the Balkan Peninsula under Ottoman rule and awakened Europe to the Ottoman danger. The Ottoman siege of Constantinople was lifted at the appearance of Timur, who defeated and captured Beyazid in 1402. The Ottomans, however, soon rallied.\n\nThe Period of Great Expansion\n\nThe empire, reunited by Muhammad I, expanded victoriously under Muhammad's successors Murad II and Muhammad II. The victory (1444) at Var","Dummy reply to: Pregunta: What is ottoman empire?
Responde de form...",0.5063284039497375,1762713462873,flink
864397,what is the difference between DVD+R and DVD-R ?,"DVD-R (pronounced ""DVD dash R"") and DVD+R (pronounced ""DVD plus R"") are nearly identical formats. The discs look the same and are both supported by most DVD-ROM drives and DVD burners. The only difference between the formats is the way they determine the location of the laser beam on the disc. DVD-R discs use tiny marks along the grooves in the discs, called land prepits, to determine the laser position. DVD+R discs do not have land prepits, but instead measure the ""wobble frequency"" as the laser moves toward the outside of the disc.\n\nThe DVD-R format was developed by Pioneer and was released in the second half of 1997. DVD+R was developed by Sony and Philips and was introduced in 2002. Companies that support DVD-R include Pioneer, Toshiba, Hitachi, and Panasonic, while companies that support DVD+R include Sony, Philips, Hewlett-Packard, Ricoh, and Yamaha.\n\nHowever, most of these companies now develop hybrid DVD drives that support both DVD-R and DVD+R formats. They are known as DVD±R or DVD±RW drives. When looking for media for your DVD drive, make sure it ends in ""-R"" if you have a DVD-R drive or ""+R"" if you have a DVD+R drive. If you have a DVD±R drive, you can use either format. DVD-R is still more popular than DVD+R, but since they are both widely supported, it should not matter which format you choose.",Dummy reply to: Pregunta: what is the difference between DVD+R and...,0.7101724743843079,1762713476873,flink
732095,Do all professional athletes do steroids now? What is the common thought here?,"I would say a good majority are, but the question is whether the steroid is considered a performance enhancing steroid or not. Andro was legal while Mark McGuire was using it, but subsequently banned. BALCO was reported to manufacture steroids that are desgined to avoid being detected during testing.",Dummy reply to: Pregunta: Do all professional athletes do steroids...,0.6398329734802246,1762713587873,flink
466870,Does Coffee really help Asthmatic  p/pz?,"yes it does. coffee has been scientifically proven to speed up the beating of the heart. the faster the heart beats, the more blood pumped through your lungs. blood carries oxygen, and oxygen helps asthma.",Dummy reply to: Pregunta: Does Coffee really help Asthmatic  p/pz?...,0.628991425037384,1762713599049,flink
747429,what is a transistor laser?,"A transistor laser is a solid-state device (i.e., fabricated in much the same way as computer chips) that emits coherent light--that is, light with essentially a single wavelength (a ""pure"" color) in which all of the wave crests are aligned.  This differs from light emitting diodes (LEDs), which are somewhat simpler solid-state devices that emit a range of wavelengths and do so in many directions at once.  Unlike traditional, bulky lasers, a transistor laser can be mass-manufactured very cheaply, and it can provide a natural bridge between electronic components and optical ones (e.g., fiber-optic networks).\n\nBecause the wave crests in laser light are all aligned, there is essentially no destructive interference between different light waves, so this form of light is very efficient in terms of power requirements and transmission distance.  That's why lasers are used in optical networking (especially telephony and long-haul Internet backbones) and also why it's dangerous to stare at one (the light energy is transferred to your retina so efficiently that it can destroy the cells).","Dummy reply to: Pregunta: what is a transistor laser?
Responde de ...",0.5840583443641663,1762713633872,flink
579227,"where did term ""tie the knot"" come from? what's the origin of the notion of marriage as ""tying the knot?""",Bed frames used to be sprung with rope. To make a marriage bed you needed to 'tie the knot',"Dummy reply to: Pregunta: where did term ""tie the knot"" come from?...",0.5316340327262878,1762713697873,flink
654791,Are there good surf spots on India's coast?,You can surf in the beaches of Goa.  \n\nhttp://www.indianbeachesportal.com/goa%2Dbeaches/,Dummy reply to: Pregunta: Are there good surf spots on India's coa...,0.5774305462837219,1762713832872,flink
802761,"Who is the best formula 1 driver to ever live? Aryton Senna,  Michael Schumacher, Giuseppe Farina, Mike Hawhtorn, Phil Hill, John Surtees, Denis Hulme, Jochen Ridnt, James Hunt , Mario Andretti, Jodie Scheckter, Alan Jones, Keke Rosberg,Nigel Mansell, Damon Hill, Jacques Villenueve?","Statistically Michael Schumacher is the best, though it's not an apples to apples comparison as the car is a much larger factor in driver success than it has been in the past.  My vote's with Ayrton, he had a razor sharp focus that I haven't seen since, and F1 in the early 1990's was much more competitive than it is today.",Dummy reply to: Pregunta: Who is the best formula 1 driver to ever...,0.6426668167114258,1762713853079,flink
197539,where did name of day thursday come from?,"Tor's Day"" or ""Thor's Day"" became Thursday in English, Donnerstag in German (meaning ""Thunder's Day""), Donderdag in Dutch (meaning Thunder day), and Torsdag in Swedish, Danish, and Norwegian.",Dummy reply to: Pregunta: where did name of day thursday come from...,0.5485846996307373,1762713857049,flink
694835,how do you delete a old yahoo account?,"go to the yahoo home page\n\nscroll down to the bottom of the page\n\nclick on ""Privacy Policy""\n\nthe PRIVACY page comes up\n\nlook in the blue box on the left of the screen\n\nThere is a section called ASSISTANCE\n\nclick on ""Contact us""\n\nthe PRIVACY POLICY HELP page comes up\n\nclick on ""Delete your account""\n\nfollow the directions\n\n\nyou're out!","Dummy reply to: Pregunta: how do you delete a old yahoo account?
R...",0.5120548009872437,1762713895884,flink
466870,Does Coffee really help Asthmatic  p/pz?,"yes it does. coffee has been scientifically proven to speed up the beating of the heart. the faster the heart beats, the more blood pumped through your lungs. blood carries oxygen, and oxygen helps asthma.",Dummy reply to: Pregunta: Does Coffee really help Asthmatic  p/pz?...,0.628991425037384,1762713983875,flink
747429,what is a transistor laser?,"A transistor laser is a solid-state device (i.e., fabricated in much the same way as computer chips) that emits coherent light--that is, light with essentially a single wavelength (a ""pure"" color) in which all of the wave crests are aligned.  This differs from light emitting diodes (LEDs), which are somewhat simpler solid-state devices that emit a range of wavelengths and do so in many directions at once.  Unlike traditional, bulky lasers, a transistor laser can be mass-manufactured very cheaply, and it can provide a natural bridge between electronic components and optical ones (e.g., fiber-optic networks).\n\nBecause the wave crests in laser light are all aligned, there is essentially no destructive interference between different light waves, so this form of light is very efficient in terms of power requirements and transmission distance.  That's why lasers are used in optical networking (especially telephony and long-haul Internet backbones) and also why it's dangerous to stare at one (the light energy is transferred to your retina so efficiently that it can destroy the cells).","Dummy reply to: Pregunta: what is a transistor laser?
Responde de ...",0.5840583443641663,1762714018873,flink
681992,Why do we only drink eggnog during Christmas?,Eggnog is a popular wintertime drink.  We do not serve eggnog only during Christmas.  It is also popular on New Year's day and some serve it on Thanksgiving.,Dummy reply to: Pregunta: Why do we only drink eggnog during Chris...,0.5708551406860352,1762714071875,flink
238771,why do clouds turn dark when its about to rain?,"A cloud compsition is primarlly just billions of drops of water or ice.  When such a cloud formation has an influx of water/ice, ie it's mass increases to include more water/ice, light finds it hard to pass through the mass, thus making it darker for us to see.\n\nIn a normal cloud, light can pass through the water/ice within the cloud and we see it as a distorted white/bluish/greyish/greenish hue.  But when the cloud is too thick with water/ice, the light doesn't pass through so easily and we see a darker spectrum.",Dummy reply to: Pregunta: why do clouds turn dark when its about t...,0.5438103079795837,1762714130873,flink
579227,"where did term ""tie the knot"" come from? what's the origin of the notion of marriage as ""tying the knot?""",Bed frames used to be sprung with rope. To make a marriage bed you needed to 'tie the knot',"Dummy reply to: Pregunta: where did term ""tie the knot"" come from?...",0.5316340327262878,1762714419873,flink
500151,How do bowlers get reverse swing in cricket?,"Reverse swing is an art invented by former Pakistani fast bowler Sarfaraz Nawaz, followed by Imran Khan, Waseem Akram and Waqar Younis.\n\nA new cricket ball has shine on both sides. When the ball gets older the shine disappears and the amount of swing is decreased. In reverse swing the bowler keeps one side of the ball shining and one rough.\nDue to air friction the rough side resists the air and the ball moves towards the shining side having less friction on that side.\nSo it will allways move towards the direction of the shine.\nWaqar younis had the habbit of hiding the ball from batsman before its delivery. So that the batsman keeps guessing the direction of the swing.",Dummy reply to: Pregunta: How do bowlers get reverse swing in cric...,0.7262217998504639,1762714513874,flink
654791,Are there good surf spots on India's coast?,You can surf in the beaches of Goa.  \n\nhttp://www.indianbeachesportal.com/goa%2Dbeaches/,Dummy reply to: Pregunta: Are there good surf spots on India's coa...,0.5774305462837219,1762714585051,flink
757930,What is ottoman empire?,"Ottoman Empire also Turkish Empire\n\nA vast Turkish sultanate of southwest Asia, northeast Africa, and southeast Europe. It was founded in the 13th century by Osman I and ruled by his descendants until its dissolution after World War I. Originally a small state controlled by Ottoman or Osmanli Turks, it spread rapidly, superseding the Byzantine Empire in the east.\n\n\nOttoman Empire (ŏt'əmən) , vast state founded in the late 13th cent. by Turkish tribes in Anatolia and ruled by the descendants of Osman I until its dissolution in 1918. Modern Turkey formed only part of the empire, but the terms “Turkey” and “Ottoman Empire” were often used interchangeably.\nOrganization of the Empire\n\nEconomically, socially, and militarily, Turkey was a medieval state, unaffected by the developments in the rest of Europe. Turkish domination over the northern part of Africa (except Tripoli and Egypt) was never well defined or effective, and the eastern border was inconstant, shifting according to frequent wars with Persia. Of the vassal princes, only the khans of Crimea were generally loyal.\n\nThe sultans themselves had sunk into indolence and depravity. Until the ascension (1603) of Ahmad I, the succession to the throne was habitually contested by all the sons of the deceased sultan, and it was the patriotic duty of the victor to kill his rivals in order to restore order. Although this practice was barbarous, when it ceased other problems arose. The eldest male member of the family was recognized as the heir-designate, but to prevent threats to the sultan the imperial prince was denied any involvement in public affairs and was kept in luxurious imprisonment. When the prince finally ascended the throne, he was often alcoholic or lunatic.\n\nActual rule was usually exercised by the grand viziers, many of whom were able men (notably those of the Köprülü family). The sultans themselves often were the creatures of the Janissaries, whose favor was purchased by large gifts at the ascension of a sultan.\n\nOne of the most nefarious aspects of the court of Constantinople (known as the Seraglio and the Sublime Porte) was the all-pervading corruption and bribery that had been raised to a system of administration. The pashas and hospodars (governors) who administered the provinces and vassal states purchased their posts at exorbitant prices. They recovered their fortunes by extorting still larger sums from their subjects. The peasantry was thus reduced to abject misery.\n\nA positive feature in Ottoman administration was the religious toleration generally extended to all non-Muslims. This, however, did not prevent occasional massacres and discriminatory fiscal practices. In Constantinople the Greeks and Armenians held a privileged status and were very influential in commerce and politics. The despotic system of government was mitigated only by the observance of Muslim law.\n\nHistory\n\nOrigins\n\nThe Ottoman state began as one of many small Turkish states that emerged in Asia Minor during the breakdown of the empire of the Seljuk Turks. The Ottoman Turks began to absorb the other states, and during the reign (1451–81) of Muhammad II they ended all other local Turkish dynasties. The early phase of Ottoman expansion took place under Osman I, Orkhan, Murad I, and Beyazid I at the expense of the Byzantine Empire, Bulgaria, and Serbia. Bursa fell in 1326 and Adrianople (the modern Edirne) in 1361; each in turn became the capital of the empire. The great Ottoman victories of Kosovo (1389) and Nikopol (1396) placed large parts of the Balkan Peninsula under Ottoman rule and awakened Europe to the Ottoman danger. The Ottoman siege of Constantinople was lifted at the appearance of Timur, who defeated and captured Beyazid in 1402. The Ottomans, however, soon rallied.\n\nThe Period of Great Expansion\n\nThe empire, reunited by Muhammad I, expanded victoriously under Muhammad's successors Murad II and Muhammad II. The victory (1444) at Var","Dummy reply to: Pregunta: What is ottoman empire?
Responde de form...",0.5063284039497375,1762714589874,flink
683730,who's the best soccer player Maradona or Pele?,"I never saw Pele play but I watched Maradona in WC'86 and even though I'm an Englishmen, his performance was the greatest ever in my opinion.\nI would rate him above Pele for that reason alone. However my favorite player was Michel Platini of France.",Dummy reply to: Pregunta: who's the best soccer player Maradona or...,0.5079681873321533,1762714765873,flink
681992,Why do we only drink eggnog during Christmas?,Eggnog is a popular wintertime drink.  We do not serve eggnog only during Christmas.  It is also popular on New Year's day and some serve it on Thanksgiving.,Dummy reply to: Pregunta: Why do we only drink eggnog during Chris...,0.5708551406860352,1762714814874,flink
